"Outlet";"CT";"Transaction Time";"Amount";"Credits";"Action";"Description"
"11-0010";"750612";"10.03.2022 20:33:55";"0";"1.002,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:33:55";"-8,00";"994,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:33:56";"0";"994,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:33:57";"-8,00";"986,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:33:59";"9,00";"995,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:00";"-8,00";"987,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:01";"0";"987,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:01";"-8,00";"979,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:03";"0";"979,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:04";"-8,00";"971,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:06";"10,00";"981,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:07";"-8,00";"973,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:08";"0";"973,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:08";"-8,00";"965,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:09";"0";"965,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:10";"-8,00";"957,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:12";"16,00";"973,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:13";"-8,00";"965,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:15";"0";"965,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:15";"-8,00";"957,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:16";"0";"957,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:17";"-8,00";"949,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:17";"0";"949,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:18";"-8,00";"941,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:19";"0";"941,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:19";"-8,00";"933,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:22";"5,00";"938,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:22";"-8,00";"930,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:25";"10,00";"940,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:25";"-8,00";"932,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:28";"16,00";"948,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:29";"-8,00";"940,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:31";"0";"940,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:31";"-8,00";"932,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:32";"0";"932,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:33";"-8,00";"924,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:34";"0";"924,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:34";"-8,00";"916,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:37";"10,00";"926,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:37";"-8,00";"918,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:40";"10,00";"928,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:41";"-8,00";"920,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:43";"0";"920,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:43";"-8,00";"912,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:44";"0";"912,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:44";"-8,00";"904,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:45";"0";"904,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:46";"-8,00";"896,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:48";"7,00";"903,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:49";"-8,00";"895,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:52";"8,00";"903,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:52";"-8,00";"895,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:53";"0";"895,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:53";"-8,00";"887,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:55";"0";"887,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:56";"-8,00";"879,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:57";"0";"879,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:57";"-8,00";"871,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:58";"0";"871,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:34:59";"-8,00";"863,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:01";"6,00";"869,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:02";"-8,00";"861,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:04";"0";"861,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:04";"-8,00";"853,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:05";"0";"853,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:06";"-8,00";"845,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:09";"30,00";"875,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:09";"-8,00";"867,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:10";"0";"867,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:11";"-8,00";"859,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:13";"21,00";"880,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:14";"-8,00";"872,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:16";"0";"872,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:16";"-8,00";"864,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:19";"40,00";"904,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:20";"-8,00";"896,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:20";"0";"896,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:21";"-8,00";"888,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:22";"0";"888,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:22";"-8,00";"880,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:24";"0";"880,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:25";"-8,00";"872,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:27";"5,00";"877,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:28";"-8,00";"869,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:28";"0";"869,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:29";"-8,00";"861,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:30";"0";"861,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:30";"-8,00";"853,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:32";"5,00";"858,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:33";"-8,00";"850,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:35";"0";"850,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:36";"-8,00";"842,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:38";"4,00";"846,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:39";"-8,00";"838,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:41";"44,00";"882,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:42";"-8,00";"874,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:46";"5,00";"879,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:46";"-8,00";"871,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:47";"0";"871,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:47";"-8,00";"863,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:51";"14,00";"877,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:52";"-8,00";"869,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:52";"0";"869,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:53";"-8,00";"861,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:55";"0";"861,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:55";"-8,00";"853,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:56";"0";"853,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:35:57";"-8,00";"845,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:00";"40,00";"885,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:01";"-8,00";"877,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:03";"0";"877,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:03";"-8,00";"869,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:04";"0";"869,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:05";"-8,00";"861,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:05";"0";"861,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:06";"-8,00";"853,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:07";"0";"853,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:07";"-8,00";"845,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:08";"0";"845,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:08";"-8,00";"837,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:11";"2,00";"839,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:11";"-8,00";"831,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:12";"0";"831,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:12";"-8,00";"823,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:15";"54,00";"877,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:15";"-8,00";"869,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:17";"0";"869,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:18";"-8,00";"861,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:19";"0";"861,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:19";"-8,00";"853,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:21";"0";"853,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:22";"-8,00";"845,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:23";"0";"845,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:23";"-8,00";"837,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:24";"0";"837,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:24";"-8,00";"829,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:27";"16,00";"845,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:27";"-8,00";"837,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:28";"0";"837,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:29";"-8,00";"829,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:30";"0";"829,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:30";"-8,00";"821,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:31";"0";"821,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:31";"-8,00";"813,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:32";"0";"813,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:33";"-8,00";"805,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:33";"0";"805,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:34";"-8,00";"797,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:35";"0";"797,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:35";"-8,00";"789,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:36";"0";"789,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:36";"-8,00";"781,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:37";"0";"781,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:38";"-8,00";"773,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:40";"0";"773,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:40";"-8,00";"765,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:41";"0";"765,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:41";"-8,00";"757,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:42";"0";"757,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:43";"-8,00";"749,15";"Game-Start";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:36:46";"20,00";"769,15";"Game-End";"Game: Dolphin's Pearl Deluxe"
"11-0010";"750612";"10.03.2022 20:37:03";"-1,20";"767,95";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:04";"0";"767,95";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:05";"-1,20";"766,75";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:05";"0";"766,75";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:06";"-1,20";"765,55";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:07";"0";"765,55";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:07";"-1,20";"764,35";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:08";"0";"764,35";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:08";"-1,20";"763,15";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:09";"0";"763,15";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:10";"-1,20";"761,95";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:11";"0";"761,95";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:11";"-1,20";"760,75";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:12";"0";"760,75";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:13";"-1,20";"759,55";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:14";"0";"759,55";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:14";"-1,20";"758,35";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:15";"0";"758,35";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:15";"-1,20";"757,15";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:16";"0";"757,15";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:17";"-1,20";"755,95";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:18";"0";"755,95";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:18";"-1,20";"754,75";"Game-Start";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:19";"0";"754,75";"Game-End";"Game: Power Stars"
"11-0010";"750612";"10.03.2022 20:37:20";"-754,75";"0";"Handpay";""
"11-0010";"750612";"10.03.2022 22:35:04";"500,00";"500,00";"Remote-In";""
"11-0010";"750612";"10.03.2022 22:35:18";"-50,00";"450,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:26";"100,00";"550,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:26";"-50,00";"500,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:28";"0";"500,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:29";"-50,00";"450,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:31";"0";"450,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:31";"-50,00";"400,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:36";"400,00";"800,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:36";"-50,00";"750,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:38";"0";"750,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:39";"-50,00";"700,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:41";"0";"700,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:41";"-50,00";"650,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:43";"0";"650,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:44";"-50,00";"600,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:46";"0";"600,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:46";"-50,00";"550,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:48";"0";"550,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:49";"-50,00";"500,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:51";"0";"500,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:51";"-50,00";"450,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:53";"0";"450,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:54";"-50,00";"400,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:56";"0";"400,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:57";"-50,00";"350,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:59";"0";"350,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:35:59";"-50,00";"300,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:01";"0";"300,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:01";"-50,00";"250,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:03";"0";"250,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:04";"-50,00";"200,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:06";"0";"200,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:06";"-50,00";"150,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:08";"0";"150,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:09";"-50,00";"100,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:11";"0";"100,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:16";"-50,00";"50,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:18";"0";"50,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:18";"-50,00";"0";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:36:20";"0";"0";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:37:10";"1.000,00";"1.000,00";"Remote-In";""
"11-0010";"750612";"10.03.2022 22:37:15";"-100,00";"900,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:37:17";"0";"900,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:37:17";"-100,00";"800,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:37:19";"0";"800,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:37:19";"-100,00";"700,00";"Game-Start";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:37:22";"0";"700,00";"Game-End";"Game: MAGIC 81 LINES"
"11-0010";"750612";"10.03.2022 22:37:22";"-100,00";"600,00";"Game-Start";"Game: MAGIC 81 LINES"
